alpha0_multiplier,alpha0_value,term,z_score,log_odds_delta
0.5,4557.0,specifically designed,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,specificity,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,spectrum,-0.5762525744011596,-1.1419967004396145
0.5,4557.0,speculative,0.7117482348514631,0.686534248566149
0.5,4557.0,speech,1.2052705497010758,0.8413625407970251
0.5,4557.0,speed,1.7367768886552257,1.2938711411397517
0.5,4557.0,spheres,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,spread,3.735063957189806,1.959263587941896
0.5,4557.0,spreading,1.0203052111818938,1.0359259858255356
0.5,4557.0,spring,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,spss,-0.8802820448020247,-1.1420507976206977
0.5,4557.0,spss version,-0.4074648652175921,-1.141976415458533
0.5,4557.0,square,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,squares,-0.9262485311737302,-1.1420609414734493
0.5,4557.0,squares structural,-0.9262485311737302,-1.1420609414734493
0.5,4557.0,srl,-0.6858879057261738,-1.1420136051995833
0.5,4557.0,stable,-0.4074648652175921,-1.141976415458533
0.5,4557.0,staff,-1.867902192642399,-1.1423822666315386
0.5,4557.0,staff training,-0.4074648652175921,-1.141976415458533
0.5,4557.0,stage,1.5919274710364508,0.6867111257362195
0.5,4557.0,stages,0.14116031849622962,0.08601300426510505
0.5,4557.0,stakeholder,-0.8482559806001893,-1.1420440351629573
0.5,4557.0,stakeholders,-1.0103740223102127,-0.4971774089360812
0.5,4557.0,stance,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,standard,0.07947120249297661,0.06818584987166965
0.5,4557.0,standardized,1.5059269467278424,0.8607679116274021
0.5,4557.0,standards,0.2626156387582054,0.11390120032849982
0.5,4557.0,start,2.1141796338128875,1.6675318894944677
0.5,4557.0,started,2.4755682004320985,1.5695594932085477
0.5,4557.0,starting,0.7353588615014406,0.4855113022547819
0.5,4557.0,starting point,1.5336056353957725,1.1132230436911819
0.5,4557.0,state,-0.23093645734496288,-0.13252307315046785
0.5,4557.0,state university,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,state-of-the-art,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,statements,0.3094956730479003,0.2781535312942278
0.5,4557.0,states,-0.04688315682586292,-0.027744221032351746
0.5,4557.0,static,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,statistical,-0.6445648444509954,-0.4582332328037193
0.5,4557.0,statistical analyses,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,statistically,0.2965690400251954,0.1848402452758915
0.5,4557.0,statistically improvement,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,statistically improvements,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,statistics,-0.11921615321582878,-0.06971947680786883
0.5,4557.0,statistics correlation,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,status,-0.40034083635989093,-0.30546636277036576
0.5,4557.0,stay,-0.5517182022773874,-1.1419933195540661
0.5,4557.0,steam,2.946119245587001,1.2611270824797005
0.5,4557.0,stem,4.391395352937164,1.0533905517371709
0.5,4557.0,stem fields,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,step,2.0829291156088794,1.2609504458658733
0.5,4557.0,steps,-0.9111838778956665,-1.1420575601670464
0.5,4557.0,stereotypes,-0.6654070376993875,-1.1420102242032915
0.5,4557.0,stimulate,0.8027536904189394,0.7860568572543549
0.5,4557.0,stimulus-organism-response,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,stories,1.5336056353957725,1.1132230436911819
0.5,4557.0,story,1.1353338900644434,0.7861044485128872
0.5,4557.0,storytelling,-0.8482559806001893,-1.1420440351629573
0.5,4557.0,strategic,-1.5212561978348116,-0.811064900038593
0.5,4557.0,strategic decision-making,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,strategic integration,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,strategic planning,0.8027536904189394,0.7860568572543549
0.5,4557.0,strategically,-0.5762525744011596,-1.1419967004396145
0.5,4557.0,strategies,-1.711862854040115,-0.3812593955742143
0.5,4557.0,strategies educators,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,strategies enhance,-0.4074648652175921,-1.141976415458533
0.5,4557.0,strategies ethical,-0.4074648652175921,-1.141976415458533
0.5,4557.0,strategies fostering,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,strategies help,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,strategies including,-0.4074648652175921,-1.141976415458533
0.5,4557.0,strategies integrating,-0.5762525744011596,-1.1419967004396145
0.5,4557.0,strategies promote,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,strategy,0.28413784119411545,0.12351148638500842
0.5,4557.0,stratified,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,stratified random,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,streamline,-0.6858879057261738,-1.1420136051995833
0.5,4557.0,streamlining,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,strength,1.153372860275615,1.1985527291922686
0.5,4557.0,strengthen,1.146204021536803,0.540035617441383
0.5,4557.0,strengthened,0.7117482348514631,0.686534248566149
0.5,4557.0,strengthening,-0.7978115456049578,-1.1420338916424786
0.5,4557.0,strengthens,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,strengths,0.6642847804895372,0.3494806048304948
0.5,4557.0,strengths limitations,1.8515381849614316,1.4013436290268277
0.5,4557.0,strengths weaknesses,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,stress,-0.8482559806001893,-1.1420440351629573
0.5,4557.0,strong,-0.9370174693169878,-0.4684830743934656
0.5,4557.0,strong positive,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,stronger,-0.3280368882261906,-0.25524474788090323
0.5,4557.0,strongest,-0.7439564946118427,-1.1420237483213551
0.5,4557.0,strongest predictor,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,strongly,-0.13254354553315922,-0.10837085936533697
0.5,4557.0,structural,0.04925565427829119,0.015762700867940183
0.5,4557.0,structural equation,-0.5530958928774777,-0.2181195058663281
0.5,4557.0,structure,-1.1673620627344323,-0.701132939704153
0.5,4557.0,structured,-2.245311450776654,-1.1425717730997693
0.5,4557.0,structured guidance,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,structured integration,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,structured questionnaire,-0.5997844712884296,-1.1420000813473088
0.5,4557.0,structured support,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,structured survey,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,structured training,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,structures,-0.3527766960128127,-0.2726827679684405
0.5,4557.0,structuring,-0.5762525744011596,-1.1419967004396145
0.5,4557.0,struggle,-0.6654070376993875,-1.1420102242032915
0.5,4557.0,struggles,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,student-centered,-0.6224276039935916,-1.142003462277156
0.5,4557.0,studied,0.3094956730479003,0.2781535312942278
0.5,4557.0,studio,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,studying,-0.7251169486671745,-1.142020367258615
0.5,4557.0,style,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,styles,-0.6442756864510899,-1.1420068432291508
0.5,4557.0,subgroup,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,subject,1.7795084459939081,0.7024338560370156
0.5,4557.0,subject area,2.6040423807721584,2.32332693235662
0.5,4557.0,subject areas,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,subject matter,2.6040423807721584,2.32332693235662
0.5,4557.0,subject-specific,-0.5517182022773874,-1.1419933195540661
0.5,4557.0,subjected,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,subjective,-0.2764331025455081,-0.21802892593772683
0.5,4557.0,subjective norms,0.7117482348514631,0.686534248566149
0.5,4557.0,subjects,1.2209051480767417,0.5789012829848517
0.5,4557.0,submitted,1.153372860275615,1.1985527291922686
0.5,4557.0,subsequent,0.3643380268384916,0.33082794866051835
0.5,4557.0,subsequently,0.20968650936948333,0.18482308398545655
0.5,4557.0,subset,1.153372860275615,1.1985527291922686
0.5,4557.0,substantial,-0.6445648444509954,-0.4582332328037193
0.5,4557.0,substantial benefits,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,substantially,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,substitute,-0.6224276039935916,-1.142003462277156
0.5,4557.0,substitution,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,subthemes,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,subtle,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,success,-0.7474996901229448,-0.5148374388616617
0.5,4557.0,successful,-0.05742638181433573,-0.027747350083691558
0.5,4557.0,successful adoption,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,successful implementation,0.5549193666375446,0.5212836112861918
0.5,4557.0,successful integration,-0.8317809599940426,-1.142040653967312
0.5,4557.0,successfully,1.2836214754086552,0.7183217812995526
0.5,4557.0,successfully integrate,-0.4074648652175921,-1.141976415458533
0.5,4557.0,sufficient,-0.6442756864510899,-1.1420068432291508
0.5,4557.0,sufficiently,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,suggest,1.1923144259104193,0.3261206235213523
0.5,4557.0,suggest need,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,suggested,-0.5300876045527617,-0.38987897796625326
0.5,4557.0,suggesting,-1.1881122968065476,-1.1421285722538812
0.5,4557.0,suggestions,0.0300945036872072,0.018028218746907854
0.5,4557.0,suggestions future,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,suggests,-1.2235917699032426,-0.7211567974676623
0.5,4557.0,suit,-0.4074648652175921,-1.141976415458533
0.5,4557.0,suitability,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,suitable,-0.8317809599940426,-1.142040653967312
0.5,4557.0,suite,-0.4074648652175921,-1.141976415458533
0.5,4557.0,summaries,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,summarization,-0.5762525744011596,-1.1419967004396145
0.5,4557.0,summarize,0.8027536904189394,0.7860568572543549
0.5,4557.0,summarized,0.9046925277575317,0.9009151591555611
0.5,4557.0,summarizes,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,summarizing,-0.6442756864510899,-1.1420068432291508
0.5,4557.0,summary,2.5894308196943436,1.6675963900603286
0.5,4557.0,summative,-0.4074648652175921,-1.141976415458533
0.5,4557.0,summer,3.317258125922696,1.9379477088644244
0.5,4557.0,superficial,0.6296479866069377,0.5990582275991532
0.5,4557.0,superior,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,supervised,3.5320874497130297,1.8017455226304442
0.5,4557.0,supervised machine,1.976843342646327,1.5243019330687737
0.5,4557.0,supplementary,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,supply,-0.6654070376993875,-1.1420102242032915
0.5,4557.0,supply chain,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,support,-0.10684499585259391,-0.017585208155888488
0.5,4557.0,support academic,-0.5762525744011596,-1.1419967004396145
0.5,4557.0,support critical,-0.5762525744011596,-1.1419967004396145
0.5,4557.0,support digital,1.153372860275615,1.1985527291922686
0.5,4557.0,support diverse,-0.4074648652175921,-1.141976415458533
0.5,4557.0,support educators,1.7367768886552257,1.2938711411397517
0.5,4557.0,support ethical,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,support future,1.309178109189009,1.4012825150657076
0.5,4557.0,support instructors,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,support responsible,-0.4074648652175921,-1.141976415458533
0.5,4557.0,support systems,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,support tools,-0.4074648652175921,-1.141976415458533
0.5,4557.0,support writing,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,supported,1.0879058831189667,0.45161627904429125
0.5,4557.0,supporting,-0.4575873917879011,-0.18267649515754236
0.5,4557.0,supportive,-0.8802820448020247,-1.1420507976206977
0.5,4557.0,supportive tool,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,supports,1.3062503488555668,0.55150631328911
0.5,4557.0,surface,1.0203052111818938,1.0359259858255356
0.5,4557.0,surface-level,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,surfaced,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,surge,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,surgery,-0.5517182022773874,-1.1419933195540661
0.5,4557.0,surprisingly,1.153372860275615,1.1985527291922686
0.5,4557.0,surrounding,2.8258555701119548,1.1988414582568225
0.5,4557.0,surveillance,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,survey,-0.06434540625027317,-0.013956455742555995
0.5,4557.0,survey administered,-0.5997844712884296,-1.1420000813473088
0.5,4557.0,survey analyzed,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,survey chinese,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,survey collected,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,survey conducted,-0.8149731590482164,-1.142037272793818
0.5,4557.0,survey involving,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,survey participants,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,survey questionnaire,2.429385756897444,2.0493581751187815
0.5,4557.0,survey respondents,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,survey responses,-0.6224276039935916,-1.142003462277156
0.5,4557.0,survey revealed,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,survey undergraduate,-0.4074648652175921,-1.141976415458533
0.5,4557.0,survey-based,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,surveyed,-0.8958661200043541,-1.1420541788827947
0.5,4557.0,surveys,1.0871572275640855,0.4088702431397424
0.5,4557.0,surveys interviews,0.6296479866069377,0.5990582275991532
0.5,4557.0,susceptible,-0.4074648652175921,-1.141976415458533
0.5,4557.0,sustain,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,sustainability,-1.2994218930959915,-1.142162390967579
0.5,4557.0,sustainable,-0.777710959146812,-0.297654373310805
0.5,4557.0,sustainable digital,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,sustainable goals,-0.6224276039935916,-1.142003462277156
0.5,4557.0,sustainable integration,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,sustained,-0.7057749218847214,-1.1420169862180245
0.5,4557.0,sustained engagement,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,sustaining,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,sweden,1.0203052111818938,1.0359259858255356
0.5,4557.0,swedish,-0.5762525744011596,-1.1419967004396145
0.5,4557.0,switzerland,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,symbolic,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,synergy,1.153372860275615,1.1985527291922686
0.5,4557.0,synthesis,-0.24947318839792643,-0.19813700948654045
0.5,4557.0,synthesize,0.16397159575373815,0.14319875699930407
0.5,4557.0,synthesized,-0.6224276039935916,-1.142003462277156
0.5,4557.0,synthesizes,-0.6858879057261738,-1.1420136051995833
0.5,4557.0,synthesizing,-0.4074648652175921,-1.141976415458533
0.5,4557.0,synthetic,-0.7439564946118427,-1.1420237483213551
0.5,4557.0,systematic,-1.7178036025616195,-0.6315946894605826
0.5,4557.0,systematic literature,-1.0781656094472283,-1.1420981373060126
0.5,4557.0,systematic review,-1.5249460644824424,-1.1422401824190889
0.5,4557.0,systematic reviews,-0.7802727743542981,-1.1420305105132869
0.5,4557.0,systematically,1.5537362192046666,0.6683355151412238
0.5,4557.0,systemic,-0.9111838778956665,-1.1420575601670464
0.5,4557.0,systems,0.9576459646809384,0.16818978731441003
0.5,4557.0,systems enhance,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,systems increasingly,0.8027536904189394,0.7860568572543549
0.5,4557.0,systems thinking,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,systems work,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,t-test,0.6296479866069377,0.5990582275991532
0.5,4557.0,t-tests,-0.6442756864510899,-1.1420068432291508
0.5,4557.0,tackle,0.7117482348514631,0.686534248566149
0.5,4557.0,tailor,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,tailored,-1.4881773479597171,-1.1422266526288052
0.5,4557.0,tailored experiences,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,tailoring,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,taken,1.069247265139119,0.7346573456236456
0.5,4557.0,takes,2.795909074519348,1.5244275599418096
0.5,4557.0,taking,2.172730578990653,1.3282601103010983
0.5,4557.0,talent,-0.8958661200043541,-1.1420541788827947
0.5,4557.0,talents,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,tam,-0.9556662017915873,-1.1420677041527139
0.5,4557.0,tangible,1.9801879035498877,1.0000972442249516
0.5,4557.0,target,2.4563990756509875,1.2939900071036998
0.5,4557.0,target groups,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,targeted,-1.4939818447122057,-0.8038524557714135
0.5,4557.0,targeted interventions,-0.7251169486671745,-1.142020367258615
0.5,4557.0,targeted professional,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,targeted programs,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,targeted training,-0.7251169486671745,-1.142020367258615
0.5,4557.0,targeting,1.5336056353957725,1.1132230436911819
0.5,4557.0,targets,2.710600978400733,1.7778367574052538
0.5,4557.0,task,-0.4322171563970093,-0.19819062198704174
0.5,4557.0,task performance,0.3094956730479003,0.2781535312942278
0.5,4557.0,tasks,-1.437890467322408,-0.49965933711326294
0.5,4557.0,taught,2.1690642979796206,1.1133351484802567
0.5,4557.0,taxonomy,0.20087645210094562,0.123487301061461
0.5,4557.0,teach,5.411166055061367,1.3109734968805888
0.5,4557.0,teach children,2.2649043420161004,1.8384336583729333
0.5,4557.0,teachable,1.8515381849614316,1.4013436290268277
0.5,4557.0,teachable machine,1.153372860275615,1.1985527291922686
0.5,4557.0,teaching-learning,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,team,-0.7439564946118427,-1.1420237483213551
0.5,4557.0,teams,0.6296479866069377,0.5990582275991532
0.5,4557.0,teamwork,1.7367768886552257,1.2938711411397517
0.5,4557.0,tech,1.7367768886552257,1.2938711411397517
0.5,4557.0,technical,-1.1580669316542642,-0.31166343865657
0.5,4557.0,technical competencies,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,technical ethical,-0.7439564946118427,-1.1420237483213551
0.5,4557.0,technical expertise,-0.4074648652175921,-1.141976415458533
0.5,4557.0,technical limitations,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,technical pedagogical,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,technical professional,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,technical proficiency,-0.6442756864510899,-1.1420068432291508
0.5,4557.0,technical support,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,technical understanding,-0.8644172485668217,-1.1420474163807501
0.5,4557.0,technically,1.309178109189009,1.4012825150657076
0.5,4557.0,technique,0.3643380268384916,0.33082794866051835
0.5,4557.0,techniques,0.30594266063024733,0.13328948449547617
0.5,4557.0,technological,-0.5055072021074057,-0.12402694563534222
0.5,4557.0,technological advancement,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,technological advancements,-0.8482559806001893,-1.1420440351629573
0.5,4557.0,technological advances,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,technological change,0.7117482348514631,0.686534248566149
0.5,4557.0,technological infrastructure,-0.4074648652175921,-1.141976415458533
0.5,4557.0,technological innovation,-0.6442756864510899,-1.1420068432291508
0.5,4557.0,technological landscape,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,technological pedagogical,0.94714806872746,0.641496927249408
0.5,4557.0,technological proficiency,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,technological progress,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,technological tools,1.309178109189009,1.4012825150657076
0.5,4557.0,technologically,-0.5997844712884296,-1.1420000813473088
0.5,4557.0,technologies,2.751538313891815,0.3627048347952959
0.5,4557.0,technologies critical,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,technologies critically,1.309178109189009,1.4012825150657076
0.5,4557.0,technologies effectively,-0.4074648652175921,-1.141976415458533
0.5,4557.0,technologies everyday,1.153372860275615,1.1985527291922686
0.5,4557.0,technologies future,1.309178109189009,1.4012825150657076
0.5,4557.0,technologies including,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,technologies increasingly,0.6296479866069377,0.5990582275991532
0.5,4557.0,technologies like,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,technologists,0.9046925277575317,0.9009151591555611
0.5,4557.0,technology,2.7823542167040167,0.3553206556275663
0.5,4557.0,technology acceptance,-1.2887230648754642,-1.1421590089964937
0.5,4557.0,technology adoption,0.3643380268384916,0.33082794866051835
0.5,4557.0,technology application,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,technology curriculum,-0.4074648652175921,-1.141976415458533
0.5,4557.0,technology develop,1.309178109189009,1.4012825150657076
0.5,4557.0,technology engineering,3.317258125922696,1.9379477088644244
0.5,4557.0,technology integration,-0.5997844712884296,-1.1420000813473088
0.5,4557.0,technology provides,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,technology society,1.309178109189009,1.4012825150657076
0.5,4557.0,technology support,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,technology usage,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,technology utaut,-0.5997844712884296,-1.1420000813473088
0.5,4557.0,technology-driven,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,technology-enhanced,-0.4074648652175921,-1.141976415458533
0.5,4557.0,technostress,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,teenagers,-0.7057749218847214,-1.1420169862180245
0.5,4557.0,temporal,-0.4074648652175921,-1.141976415458533
0.5,4557.0,tend,-0.6442756864510899,-1.1420068432291508
0.5,4557.0,tended,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,tendencies,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,tendency,-0.5517182022773874,-1.1419933195540661
0.5,4557.0,tension,-0.4074648652175921,-1.141976415458533
0.5,4557.0,tensions,0.3643380268384916,0.33082794866051835
0.5,4557.0,term,0.07947120249297661,0.06818584987166965
0.5,4557.0,terms,1.214067157512307,0.42386322970408497
0.5,4557.0,tertiary,-0.6654070376993875,-1.1420102242032915
0.5,4557.0,test,0.03923318375411651,0.014852152716311906
0.5,4557.0,tested,0.6982018051824131,0.3686418224174659
0.5,4557.0,testing,0.5984001756227186,0.3883651857673325
0.5,4557.0,tests,0.3302897696705352,0.2068340509082276
0.5,4557.0,text,1.2626954394419465,0.4422796387521508
0.5,4557.0,text mining,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,text-based,-0.6442756864510899,-1.1420068432291508
0.5,4557.0,texts,-0.48876821667560083,-0.3637968900690165
0.5,4557.0,textual,0.07947120249297661,0.06818584987166965
0.5,4557.0,thai,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,thailand,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,thematic,-1.3897246594285775,-0.6276243847040819
0.5,4557.0,thematic clusters,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,thematic identify,-0.4074648652175921,-1.141976415458533
0.5,4557.0,thematic qualitative,-0.4074648652175921,-1.141976415458533
0.5,4557.0,thematic revealed,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,thematically,0.423099388521974,0.3883344993820881
0.5,4557.0,theme,-0.7978115456049578,-1.1420338916424786
0.5,4557.0,themes,-1.5212561978348116,-0.811064900038593
0.5,4557.0,themes emerged,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,themes identified,-0.4074648652175921,-1.141976415458533
0.5,4557.0,themes including,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,themes subthemes,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,theoretical,-0.8781293246740665,-0.2580060968195861
0.5,4557.0,theoretical foundation,1.443005174727576,1.0359803385682476
0.5,4557.0,theoretical foundations,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,theoretical frameworks,-0.8149731590482164,-1.142037272793818
0.5,4557.0,theoretical insights,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,theoretical practical,-0.8482559806001893,-1.1420440351629573
0.5,4557.0,theoretical understanding,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,theoretically,0.20968650936948333,0.18482308398545655
0.5,4557.0,theories,0.20087645210094562,0.123487301061461
0.5,4557.0,theory,-0.22535054739299396,-0.06226017611670098
0.5,4557.0,theory acceptance,-0.7439564946118427,-1.1420237483213551
0.5,4557.0,theory explore,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,theory perspective,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,theory planned,1.7674059198694596,1.0360346975160954
0.5,4557.0,theory practice,2.368526673504555,1.4814020189411448
0.5,4557.0,theory sdt,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,therapeutic,-0.5997844712884296,-1.1420000813473088
0.5,4557.0,therapy,-0.6442756864510899,-1.1420068432291508
0.5,4557.0,thesis,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,things,0.9046925277575317,0.9009151591555611
0.5,4557.0,think,1.9214793764544797,0.9656739677386028
0.5,4557.0,think critically,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,think-aloud,0.9046925277575317,0.9009151591555611
0.5,4557.0,thinking,-2.6228498028371194,-0.578703783224654
0.5,4557.0,thinking abilities,-0.4074648652175921,-1.141976415458533
0.5,4557.0,thinking collaboration,-0.4074648652175921,-1.141976415458533
0.5,4557.0,thinking creativity,-0.5762525744011596,-1.1419967004396145
0.5,4557.0,thinking ethical,-0.8317809599940426,-1.142040653967312
0.5,4557.0,thinking problem-solving,-0.7251169486671745,-1.142020367258615
0.5,4557.0,third-year,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,thirty,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,thorough,0.25808090979482257,0.22966194068742674
0.5,4557.0,thoroughly,-0.47050268503820514,-1.1419831770303048
0.5,4557.0,thought,-0.6224276039935916,-1.142003462277156
0.5,4557.0,thoughtful,-0.5997844712884296,-1.1420000813473088
0.5,4557.0,thoughtfully,1.153372860275615,1.1985527291922686
0.5,4557.0,thoughts,0.9046925277575317,0.9009151591555611
0.5,4557.0,threat,-0.6224276039935916,-1.142003462277156
0.5,4557.0,threats,-0.9410722349904181,-1.1420643228020069
0.5,4557.0,three-dimensional,1.309178109189009,1.4012825150657076
0.5,4557.0,thrive,-0.5997844712884296,-1.1420000813473088
0.5,4557.0,time,0.5198260110963576,0.17271684437954704
0.5,4557.0,time constraints,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,time management,-0.4074648652175921,-1.141976415458533
0.5,4557.0,timely,0.6296479866069377,0.5990582275991532
0.5,4557.0,times,-0.6224276039935916,-1.142003462277156
0.5,4557.0,titled,-0.4990449361439962,-1.1419865578494104
0.5,4557.0,titles,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,today,0.6311561512851852,0.33088256363172164
0.5,4557.0,tomorrow,-0.5997844712884296,-1.1420000813473088
0.5,4557.0,took,-0.7439564946118427,-1.1420237483213551
0.5,4557.0,tool,-0.5217547705213327,-0.11383003151516302
0.5,4557.0,tool assessing,-0.3719617289438199,-1.1419730347058685
0.5,4557.0,tool designed,-0.4401136587992482,-1.1419797962333469
0.5,4557.0,tool enhance,-0.4074648652175921,-1.141976415458533
0.5,4557.0,tool enhancing,-0.4074648652175921,-1.141976415458533
0.5,4557.0,tool support,0.9046925277575317,0.9009151591555611
0.5,4557.0,tool usage,-0.5260411083316109,-1.1419899386906618
0.5,4557.0,toolkit,-0.7439564946118427,-1.1420237483213551
0.5,4557.0,tools,-2.918035730105167,-0.39184304980472184
